2316680318064738959;3;5651;25;1;590;165;237260;138435;6;96;1;NULL;58310;8;NULL;NULL;0
2316680318064741008;1;739;7;0;105;NULL;44458;NULL;NULL;80;NULL;NULL;7070;NULL;NULL;NULL;0
2316680318064743057;3;4029;18;0;290;NULL;140185;58516;NULL;105;NULL;NULL;33327;4;NULL;NULL;1
2316680352424467072;1;3664;6;0;40;NULL;30130;NULL;NULL;80;NULL;NULL;5990;NULL;NULL;NULL;0
2316680352424467741;2;4273;26;0;495;NULL;245044;108684;NULL;96;NULL;NULL;49225;5;NULL;NULL;1
2316680352424468362;2;2052;17;0;260;NULL;127315;18570;NULL;80;NULL;NULL;25310;2;NULL;NULL;0
2316680352424469591;2;4668;23;1;533;75;227630;129250;NULL;87;NULL;NULL;48559;6;NULL;NULL;0
2316680352424471300;4;5983;25;1;420;298;227855;107672;NULL;82;NULL;NULL;50466;4;NULL;NULL;0
2316680352424473230;3;3418;13;0;165;NULL;87261;36753;NULL;80;NULL;NULL;25561;1;NULL;NULL;0
2316680352424475279;2;7092;27;1;575;400;271422;193296;NULL;136;NULL;NULL;64410;9;NULL;NULL;1
2316680352424477328;1;3282;21;0;365;NULL;170442;89310;NULL;80;NULL;NULL;39233;3;NULL;NULL;0
2316680352424481426;2;5305;21;0;365;NULL;175520;78644;NULL;89;NULL;NULL;39368;3;NULL;NULL;0
2316680386784206109;4;27432;29;1;689;424;354179;253796;NULL;218;NULL;NULL;80110;10;NULL;NULL;1
2316680386784206731;1;779;6;0;110;NULL;52822;NULL;NULL;80;NULL;NULL;5945;1;NULL;NULL;0
2316680386784207960;1;100;NULL;0;90;NULL;NULL;NULL;NULL;80;NULL;NULL;840;NULL;NULL;NULL;0
2316680386784209669;1;857;10;0;165;NULL;62862;33753;NULL;80;NULL;NULL;23650;1;NULL;NULL;0
2316680386784213648;2;7916;27;0;515;284;293883;241616;NULL;95;NULL;NULL;60935;6;NULL;NULL;1
2316680386784215697;1;2768;18;0;285;NULL;138417;68830;NULL;90;NULL;NULL;36250;3;NULL;NULL;0
2316680386784217746;2;3079;21;1;370;3;175846;89320;NULL;91;NULL;NULL;40843;4;NULL;NULL;0
2316680386784219795;2;6570;27;1;515;NULL;264401;143810;NULL;87;NULL;NULL;57738;6;NULL;NULL;0
2316680421143943810;1;575;NULL;0;40;NULL;NULL;NULL;NULL;80;NULL;NULL;760;NULL;NULL;NULL;0
2316680421143944477;7;22241;30;1;1028;983;407051;390388;NULL;400;NULL;NULL;96126;14;NULL;NULL;0
2316680421143945100;3;749;6;0;95;NULL;31130;NULL;NULL;80;NULL;NULL;5990;NULL;NULL;NULL;1
2316680421143946329;1;362;4;0;90;NULL;21036;NULL;NULL;80;NULL;NULL;3850;NULL;NULL;NULL;0
2316680421143948038;6;16487;30;1;795;625;385375;215547;NULL;251;NULL;NULL;67901;10;NULL;NULL;1
2316680421143949968;6;10703;29;1;517;25;323570;198625;NULL;86;NULL;NULL;56906;6;NULL;NULL;1
2316680421143954066;3;142;NULL;0;40;NULL;2404;NULL;NULL;80;NULL;NULL;745;NULL;NULL;NULL;0
2316680421143956115;1;278;3;0;90;NULL;11288;NULL;NULL;80;NULL;NULL;2245;NULL;NULL;NULL;1
2316680421143958164;4;8215;26;1;475;NULL;254209;110258;NULL;82;NULL;NULL;51518;4;NULL;NULL;1
2316680455503682179;3;1465;13;0;125;NULL;89472;23340;NULL;80;NULL;NULL;23696;1;NULL;NULL;0
2316680455503682845;6;3288;19;0;275;NULL;150259;64386;NULL;80;NULL;NULL;36305;3;NULL;NULL;0
2316680455503683468;3;8191;29;1;600;20;338560;164325;6;92;1;NULL;65756;8;NULL;NULL;0
2316680455503686406;1;1421;4;0;90;NULL;19600;NULL;NULL;80;NULL;NULL;3850;NULL;NULL;NULL;0
2316680455503688337;1;188;2;0;40;NULL;8648;NULL;NULL;80;NULL;NULL;1685;NULL;NULL;NULL;0
2316680455503690386;2;3351;10;0;115;NULL;60862;21340;NULL;80;NULL;NULL;19925;1;NULL;NULL;0
2316680455503694484;9;18472;29;1;620;50;346462;165156;NULL;186;NULL;NULL;57768;11;NULL;NULL;1
2316680455503696533;2;6543;26;1;510;NULL;259005;136023;NULL;91;NULL;NULL;53573;7;NULL;NULL;1
2316680489863420548;28;46335;30;0;9312;9252;14262225;1390386;296;385;2;NULL;184184;17;1;98;1
2316680489863421213;1;945;6;0;193;NULL;31130;NULL;NULL;80;NULL;NULL;5990;1;NULL;NULL;0
2316680489863421837;5;20231;28;1;743;149;341217;193896;NULL;132;NULL;NULL;68407;11;NULL;NULL;1
2316680489863423066;1;124;2;0;90;NULL;4808;NULL;NULL;80;NULL;NULL;1490;NULL;NULL;NULL;0
2316680489863424774;2;2386;17;0;285;NULL;131535;58520;NULL;85;NULL;NULL;34180;3;NULL;NULL;1
2316680489863426706;1;522;NULL;0;40;NULL;1202;NULL;NULL;80;NULL;NULL;760;NULL;NULL;NULL;0
2316680489863428755;3;5320;26;1;490;85;276643;138584;NULL;86;NULL;NULL;51123;5;NULL;NULL;1
2316680489863430804;1;152;NULL;0;90;NULL;2404;NULL;NULL;80;NULL;NULL;760;NULL;NULL;NULL;1
2316680489863434902;2;1094;4;0;90;NULL;18164;NULL;NULL;80;NULL;NULL;3900;NULL;NULL;NULL;0
2316680524223158917;3;4401;26;1;520;NULL;252600;128339;NULL;86;NULL;NULL;51653;7;NULL;NULL;0
2316680524223159581;1;3051;14;0;225;NULL;138290;50052;NULL;80;NULL;NULL;29526;3;NULL;NULL;0
2316680524223160205;3;1058;10;0;165;NULL;60952;25925;NULL;80;NULL;NULL;21740;1;NULL;NULL;1
2316680524223161434;6;7648;26;1;490;10;257577;116856;NULL;92;NULL;NULL;51568;5;NULL;NULL;1
2316680524223163143;4;16392;30;1;951;910;390321;382904;NULL;256;NULL;NULL;96891;14;NULL;NULL;1
2316680524223165075;8;10354;28;1;708;481;549239;332041;NULL;111;NULL;NULL;73537;10;NULL;NULL;1
2316680524223167124;1;2999;17;0;225;NULL;128315;27000;NULL;80;NULL;NULL;27040;2;NULL;NULL;0
2316680524223169173;1;238;2;0;40;NULL;8648;NULL;NULL;80;NULL;NULL;1490;NULL;NULL;NULL;0
2316680524223171222;1;682;5;0;105;NULL;23472;NULL;NULL;80;NULL;NULL;7770;NULL;1;1;0
2316680524223173271;3;715;5;0;95;68;28020;NULL;NULL;80;NULL;NULL;4985;NULL;NULL;NULL;0
2316680558582897286;7;19961;30;1;1793;1759;414224;451434;36;412;2;NULL;119919;20;NULL;NULL;0
2316680558582897950;1;85;2;0;40;NULL;6088;NULL;NULL;80;NULL;NULL;1685;NULL;NULL;NULL;0
2316680558582898573;13;8210;26;1;658;434;264432;216692;NULL;142;NULL;NULL;56959;9;NULL;NULL;1
2316680558582899802;1;5870;26;0;495;160;254666;117179;NULL;87;NULL;NULL;51747;4;NULL;NULL;0
2316680558582901512;6;10473;21;0;440;155;188801;112075;NULL;85;NULL;NULL;41418;5;NULL;NULL;1
2316680558582905493;1;3023;20;0;365;300;186038;86156;NULL;80;NULL;NULL;38674;3;NULL;NULL;0
2316680558582907542;4;6950;26;0;525;159;256609;178846;NULL;91;NULL;NULL;57695;7;NULL;NULL;1
2316680558582911640;1;531;6;0;105;NULL;29536;NULL;NULL;80;NULL;NULL;5945;NULL;NULL;NULL;0
2316680592942635655;1;1012;2;0;90;NULL;7368;NULL;NULL;80;NULL;NULL;1685;NULL;NULL;NULL;0
2316680592942636318;6;11333;28;1;713;41;312992;173092;6;212;1;NULL;69219;9;NULL;NULL;0
2316680592942636941;1;2864;16;0;305;NULL;113796;46901;6;80;1;NULL;34305;3;NULL;NULL;0
2316680592942638171;2;458;6;0;95;NULL;31130;NULL;NULL;80;NULL;NULL;5690;NULL;NULL;NULL;0
2316680592942641813;3;5060;26;1;530;51;258815;151408;NULL;89;NULL;NULL;56492;6;NULL;NULL;1
2316680592942643862;5;13580;27;0;678;228;316760;162233;6;186;1;NULL;64572;6;NULL;NULL;1
2316680592942647960;2;469;4;0;90;NULL;16728;NULL;NULL;80;NULL;NULL;3575;NULL;NULL;NULL;0
2316680627302374024;1;12452;27;1;605;540;278895;145915;NULL;111;NULL;NULL;61048;9;NULL;NULL;0
2316680627302374686;2;5007;21;0;355;NULL;167734;31180;NULL;82;NULL;NULL;32145;2;NULL;NULL;0
2316680627302375309;5;18782;28;1;370;25;284835;126216;NULL;87;NULL;NULL;48998;6;NULL;NULL;1
2316680627302376540;2;3400;22;1;498;275;199446;124390;NULL;82;NULL;NULL;44873;7;NULL;NULL;0
2316680627302380182;5;3982;19;0;400;3;166085;74136;NULL;90;NULL;NULL;37760;6;NULL;NULL;0
2316680627302382231;3;10720;26;1;620;617;254411;248025;6;110;1;NULL;64228;7;NULL;NULL;0
2316680627302384280;4;8897;28;1;570;10;319715;191885;NULL;91;NULL;NULL;55838;7;NULL;NULL;1
2316680627302388378;1;261;3;0;40;NULL;9928;NULL;NULL;80;NULL;NULL;2245;NULL;NULL;NULL;0
2316680661662112393;2;7146;26;0;525;NULL;268687;160022;NULL;86;NULL;NULL;60735;7;NULL;NULL;0
2316680661662113054;1;1364;13;0;178;NULL;94261;7192;NULL;80;NULL;NULL;18721;2;NULL;NULL;0
2316680661662113677;4;4664;26;1;500;NULL;257993;132935;NULL;82;NULL;NULL;53722;6;NULL;NULL;0
2316680661662114909;1;5682;26;1;728;85;289871;154687;6;82;1;NULL;64841;9;NULL;NULL;0
2316680661662116619;2;3050;17;0;350;35;127737;59337;6;115;1;NULL;37549;4;NULL;NULL;1
2316680661662118551;5;15347;29;1;715;398;334571;232970;NULL;225;NULL;NULL;70903;12;NULL;NULL;1
2316680661662122649;3;9557;27;1;575;NULL;286691;169476;NULL;86;NULL;NULL;60280;9;NULL;NULL;0
2316680661662124698;6;9511;28;1;728;664;326565;339117;6;86;1;NULL;92540;8;NULL;NULL;0
2316680661662126747;4;21051;30;1;883;380;411152;238186;NULL;199;NULL;NULL;80520;12;NULL;NULL;1
2316680696021850762;2;3243;24;1;420;NULL;205826;105808;NULL;82;NULL;NULL;44420;4;NULL;NULL;0
2316680696021851422;2;373;5;0;40;NULL;22472;NULL;NULL;80;NULL;NULL;5020;NULL;NULL;NULL;0
2316680696021852046;1;530;3;0;40;NULL;9928;NULL;NULL;80;NULL;NULL;2505;NULL;NULL;NULL;0
2316680696021853278;4;7319;26;1;490;20;252146;125364;NULL;86;NULL;NULL;49743;5;NULL;NULL;0
2316680696021856920;1;1614;13;0;155;NULL;82969;22340;NULL;80;NULL;NULL;22876;1;NULL;NULL;0
2316680696021861018;2;3387;24;1;440;205;220687;151898;NULL;101;NULL;NULL;50704;5;NULL;NULL;1
2316680696021863067;1;3719;15;0;215;195;109254;49216;NULL;85;NULL;NULL;30586;2;NULL;NULL;1
2316680730381589131;4;3679;25;0;485;NULL;230159;124869;NULL;86;NULL;NULL;52973;4;NULL;NULL;1
2316680730381589790;2;3405;25;1;490;NULL;232855;110106;NULL;82;NULL;NULL;51788;5;NULL;NULL;0
2316680730381590415;4;1202;11;0;165;NULL;72715;33753;NULL;80;NULL;NULL;24270;1;NULL;NULL;0
2316680730381591647;2;567;2;0;40;NULL;8648;NULL;NULL;80;NULL;NULL;1630;NULL;NULL;NULL;0
2316680730381593357;3;4170;21;1;195;NULL;171846;38353;NULL;82;NULL;NULL;32330;3;NULL;NULL;0
2316680730381595289;2;1522;9;0;115;NULL;49714;21340;NULL;80;NULL;NULL;18950;1;NULL;NULL;0
2316680730381597338;3;11380;29;0;555;550;311839;127314;6;84;1;NULL;62661;4;NULL;NULL;1
2316680730381599387;2;1705;5;0;100;NULL;22472;NULL;NULL;80;NULL;NULL;4630;NULL;NULL;NULL;1
2316680730381601436;4;4822;26;1;500;288;259031;115098;NULL;82;NULL;NULL;52363;6;NULL;NULL;0
2316680730381603485;4;12687;29;1;540;43;299991;146119;NULL;86;NULL;NULL;56096;7;NULL;NULL;0
2316680764741327500;5;22374;29;1;751;515;371416;258984;NULL;290;NULL;NULL;81638;10;NULL;NULL;0
2316680764741328158;1;5618;26;1;495;495;244911;161990;NULL;82;NULL;NULL;57528;6;NULL;NULL;0
2316680764741328783;3;8858;26;1;655;599;276974;148688;6;107;1;NULL;68612;9;NULL;NULL;0
2316680764741330016;1;102;NULL;0;90;NULL;3606;NULL;NULL;80;NULL;NULL;840;NULL;NULL;NULL;0
2316680764741331726;1;1042;5;0;105;NULL;23472;NULL;NULL;80;NULL;NULL;5020;NULL;NULL;NULL;0
2316680764741335707;4;6942;27;1;545;NULL;285521;163702;NULL;116;NULL;NULL;60267;8;NULL;NULL;0
2316680764741339805;6;14075;30;1;739;50;370760;236810;NULL;209;NULL;NULL;74812;8;NULL;NULL;0
2316680764741341854;1;337;3;0;90;NULL;12648;NULL;NULL;80;NULL;NULL;2465;NULL;NULL;NULL;0
2316680799101065869;1;528;6;0;105;NULL;32822;NULL;NULL;80;NULL;NULL;5990;NULL;NULL;NULL;0
2316680799101067151;9;15674;30;1;1205;387;401919;390167;6;399;1;NULL;93451;17;NULL;NULL;1
2316680799101068384;5;13027;29;0;650;NULL;332875;157688;6;86;1;NULL;65761;7;NULL;NULL;0
2316680799101070095;4;22646;30;1;798;655;409649;307714;NULL;194;NULL;NULL;80222;13;NULL;NULL;0
2316680799101072027;1;927;NULL;0;90;NULL;1202;NULL;NULL;80;NULL;NULL;760;NULL;NULL;NULL;0
2316680799101074076;1;1584;13;0;195;NULL;109472;47296;NULL;80;NULL;NULL;28581;1;NULL;NULL;0
2316680799101076125;1;713;7;0;105;NULL;44458;NULL;NULL;80;NULL;NULL;6190;NULL;NULL;NULL;0
2316680799101078174;3;10508;29;1;654;445;351373;201383;6;86;1;NULL;73835;6;NULL;NULL;0
2316680833460804238;3;1594;14;0;165;NULL;113842;50563;NULL;80;NULL;NULL;29326;1;NULL;NULL;0
